word_zh,translation_en,categories
chenyi,UNKNOWN,['零时-Tencent']
helong,UNKNOWN,['零时-Tencent']
nierongzhen,UNKNOWN,['零时-Tencent']
xuxiangqian,UNKNOWN,['零时-Tencent']
luoronghuan,UNKNOWN,['零时-Tencent']
yejianying,UNKNOWN,['零时-Tencent']
lidazhao,UNKNOWN,['零时-Tencent']
chenduxiu,UNKNOWN,['零时-Tencent']
sunzhongshan,UNKNOWN,['零时-Tencent']
sunwen,UNKNOWN,['零时-Tencent']
sunyixian,UNKNOWN,['零时-Tencent']
chenyun,UNKNOWN,['零时-Tencent']
weijianxing,UNKNOWN,['零时-Tencent']
luogan,UNKNOWN,['零时-Tencent']
huangju,UNKNOWN,['零时-Tencent']
wuguanzheng,UNKNOWN,['零时-Tencent']
wuyi,UNKNOWN,['零时-Tencent']
huiliangyu,UNKNOWN,['零时-Tencent']
zengpeiyan,UNKNOWN,['零时-Tencent']
caogangchuan,UNKNOWN,['零时-Tencent']
tangjiaxuan,UNKNOWN,['零时-Tencent']
huajianmin,UNKNOWN,['零时-Tencent']
chenzhili,UNKNOWN,['零时-Tencent']
wanglequan,UNKNOWN,['零时-Tencent']
wanggang,UNKNOWN,['零时-Tencent']
wangzhaoguo,UNKNOWN,['零时-Tencent']
liuqi,UNKNOWN,['零时-Tencent']
heguoqiang,UNKNOWN,['零时-Tencent']
guobaxiong,UNKNOWN,['零时-Tencent']
huyaobang,UNKNOWN,['零时-Tencent']
bushi,UNKNOWN,['零时-Tencent']
bulaier,UNKNOWN,['零时-Tencent']
xiaoquan,UNKNOWN,['零时-Tencent']
chunyilang,UNKNOWN,['零时-Tencent']
samalanqi,UNKNOWN,['零时-Tencent']
annan,UNKNOWN,['零时-Tencent']
Alafate,UNKNOWN,['零时-Tencent']
pujing,UNKNOWN,['零时-Tencent']
mokeer,UNKNOWN,['零时-Tencent']
kelindun,UNKNOWN,['零时-Tencent']
ligen,UNKNOWN,['零时-Tencent']
nikesong,UNKNOWN,['零时-Tencent']
linken,UNKNOWN,['零时-Tencent']
dulumen,UNKNOWN,['零时-Tencent']
heluxiaofu,UNKNOWN,['零时-Tencent']
liening,UNKNOWN,['零时-Tencent']
sidalin,UNKNOWN,['零时-Tencent']
makesi,UNKNOWN,['零时-Tencent']
engesi,UNKNOWN,['零时-Tencent']
jinzhengri,UNKNOWN,['零时-Tencent']
jinricheng,UNKNOWN,['零时-Tencent']
sadamu,UNKNOWN,['零时-Tencent']
huzhiming,UNKNOWN,['零时-Tencent']
xihanuke,UNKNOWN,['零时-Tencent']
xilake,UNKNOWN,['零时-Tencent']
saqieer,UNKNOWN,['零时-Tencent']
Aluoyue,UNKNOWN,['零时-Tencent']
mandela,UNKNOWN,['零时-Tencent']
kasiteluo,UNKNOWN,['零时-Tencent']
fulankelin,UNKNOWN,['零时-Tencent']
huashengdun,UNKNOWN,['零时-Tencent']
aisenhaoweier,UNKNOWN,['零时-Tencent']
napolun,UNKNOWN,['零时-Tencent']
yalishanda,UNKNOWN,['零时-Tencent']
luyi,UNKNOWN,['零时-Tencent']
lamusifeierde,UNKNOWN,['零时-Tencent']
laola,UNKNOWN,['零时-Tencent']
baoweier,UNKNOWN,['零时-Tencent']
aobama,UNKNOWN,['零时-Tencent']
meideweijiefu,UNKNOWN,['零时-Tencent']
jinzhengen,UNKNOWN,['零时-Tencent']
anbeijinsan,UNKNOWN,['零时-Tencent']
benladeng,UNKNOWN,['零时-Tencent']
aomaer,UNKNOWN,['零时-Tencent']
chailing,UNKNOWN,['零时-Tencent']
jiangqing,UNKNOWN,['零时-Tencent']
zhangchunqiao,UNKNOWN,['零时-Tencent']
yaowenyuan,UNKNOWN,['零时-Tencent']
wanghongwen,UNKNOWN,['零时-Tencent']
dongtiaoyingji,UNKNOWN,['零时-Tencent']
xitele,UNKNOWN,['零时-Tencent']
mosuolini,UNKNOWN,['零时-Tencent']
gangcunxiushu,UNKNOWN,['零时-Tencent']
gangcunningci,UNKNOWN,['零时-Tencent']
gaolipiao,UNKNOWN,['零时-Tencent']
wangdan,UNKNOWN,['零时-Tencent']
woerkaixi,UNKNOWN,['零时-Tencent']
lidashi,UNKNOWN,['零时-Tencent']
laichangxing,UNKNOWN,['零时-Tencent']
majiajue,UNKNOWN,['零时-Tencent']
banchan,UNKNOWN,['零时-Tencent']
eerdeni,UNKNOWN,['零时-Tencent']
shanbenwushiliu,UNKNOWN,['零时-Tencent']
Abian,UNKNOWN,['零时-Tencent']
Abianwansui,UNKNOWN,['零时-Tencent']
renaya,UNKNOWN,['零时-Tencent']
wanglijun,UNKNOWN,['零时-Tencent']
mohanmode,UNKNOWN,['零时-Tencent']
yuyongkang,UNKNOWN,['零时-Tencent']
zhoujiankang,UNKNOWN,['零时-Tencent']
yujiankang,UNKNOWN,['零时-Tencent']
zhouxiaokang,UNKNOWN,['零时-Tencent']
chenliangyu,UNKNOWN,['零时-Tencent']
lidenghui,UNKNOWN,['零时-Tencent']
lianzhan,UNKNOWN,['零时-Tencent']
songchuyu,UNKNOWN,['零时-Tencent']
luxiulian,UNKNOWN,['零时-Tencent']
yumuming,UNKNOWN,['零时-Tencent']
jiangzhongzheng,UNKNOWN,['零时-Tencent']
WANGQISHAN,UNKNOWN,['零时-Tencent']
16大,UNKNOWN,['零时-Tencent']
18摸,UNKNOWN,['零时-Tencent']
21世纪中国基金会,UNKNOWN,['零时-Tencent']
AIDS,UNKNOWN,['零时-Tencent']
Aiort墓地,UNKNOWN,['零时-Tencent']
ai滋,UNKNOWN,['零时-Tencent']
Arqus会议场,UNKNOWN,['零时-Tencent']
asshole,UNKNOWN,['零时-Tencent']
Atan的移动石,UNKNOWN,['零时-Tencent']
A片,UNKNOWN,['零时-Tencent']
Baichi,UNKNOWN,['零时-Tencent']
Baopi,UNKNOWN,['零时-Tencent']
Bao皮,UNKNOWN,['零时-Tencent']
bastard,UNKNOWN,['零时-Tencent']
Bc,UNKNOWN,['零时-Tencent']
biaozi,UNKNOWN,['零时-Tencent']
Biao子,UNKNOWN,['零时-Tencent']
Bi样,UNKNOWN,['零时-Tencent']
BLOWJOB,UNKNOWN,['零时-Tencent']
B样,UNKNOWN,['零时-Tencent']
caoB,UNKNOWN,['零时-Tencent']
caobi,UNKNOWN,['零时-Tencent']
cao你妈,UNKNOWN,['零时-Tencent']
cao你大爷,UNKNOWN,['零时-Tencent']
cha你,UNKNOWN,['零时-Tencent']
chinaliberal,UNKNOWN,['零时-Tencent']
chinesenewsnet,UNKNOWN,['零时-Tencent']
Clockgemstone,UNKNOWN,['零时-Tencent']
creaders,UNKNOWN,['零时-Tencent']
Crestbone,UNKNOWN,['零时-Tencent']
damn,UNKNOWN,['零时-Tencent']
dfdz,UNKNOWN,['零时-Tencent']
EVENT,UNKNOWN,['零时-Tencent']
falundafa,UNKNOWN,['零时-Tencent']
Feelmistone,UNKNOWN,['零时-Tencent']
Fku,UNKNOWN,['零时-Tencent']
freechina,UNKNOWN,['零时-Tencent']
freenet,UNKNOWN,['零时-Tencent']
gan你,UNKNOWN,['零时-Tencent']
Gruepin,UNKNOWN,['零时-Tencent']
HACKING,UNKNOWN,['零时-Tencent']
http,UNKNOWN,['零时-Tencent']
item,UNKNOWN,['零时-Tencent']
J8,UNKNOWN,['零时-Tencent']
JB,UNKNOWN,['零时-Tencent']
jian你,UNKNOWN,['零时-Tencent']
jiaochuang,UNKNOWN,['零时-Tencent']
jiaochun,UNKNOWN,['零时-Tencent']
jiba,UNKNOWN,['零时-Tencent']
jinv,UNKNOWN,['零时-Tencent']
Ji女,UNKNOWN,['零时-Tencent']
Kao,UNKNOWN,['零时-Tencent']
KISSMYASS,UNKNOWN,['零时-Tencent']
Mai骚,UNKNOWN,['零时-Tencent']
naive,UNKNOWN,['零时-Tencent']
Neckromancer,UNKNOWN,['零时-Tencent']
PENIS,UNKNOWN,['零时-Tencent']
pussy,UNKNOWN,['零时-Tencent']
qiangjian,UNKNOWN,['零时-Tencent']
Rape,UNKNOWN,['零时-Tencent']
saobi,UNKNOWN,['零时-Tencent']
SHIT,UNKNOWN,['零时-Tencent']
SUCK,UNKNOWN,['零时-Tencent']
sucker,UNKNOWN,['零时-Tencent']
System,UNKNOWN,['零时-Tencent']
TEST,UNKNOWN,['零时-Tencent']
The9,UNKNOWN,['零时-Tencent']
The9City,UNKNOWN,['零时-Tencent']
Tringel,UNKNOWN,['零时-Tencent']
WEBZEN,UNKNOWN,['零时-Tencent']
WG,UNKNOWN,['零时-Tencent']
zhuanfalunADMIN,UNKNOWN,['零时-Tencent']
AIORT墓地,UNKNOWN,['零时-Tencent']
AI滋,UNKNOWN,['零时-Tencent']
ARQUS会议场,UNKNOWN,['零时-Tencent']
ASSHOLE,UNKNOWN,['零时-Tencent']
ATAN的移动石,UNKNOWN,['零时-Tencent']
BAICHI,UNKNOWN,['零时-Tencent']
BAOPI,UNKNOWN,['零时-Tencent']
BAO皮,UNKNOWN,['零时-Tencent']
BASTARD,UNKNOWN,['零时-Tencent']
BC,UNKNOWN,['零时-Tencent']
BIAOZI,UNKNOWN,['零时-Tencent']
BIAO子,UNKNOWN,['零时-Tencent']
BIGNEWS,UNKNOWN,['零时-Tencent']
BITCH,UNKNOWN,['零时-Tencent']
BI样,UNKNOWN,['零时-Tencent']
BOXUN,UNKNOWN,['零时-Tencent']
CAOB,UNKNOWN,['零时-Tencent']
CAOBI,UNKNOWN,['零时-Tencent']
CAO你,UNKNOWN,['零时-Tencent']
CC小雪,UNKNOWN,['零时-Tencent']
CHA你,UNKNOWN,['零时-Tencent']
CHINALIBERAL,UNKNOWN,['零时-Tencent']
CHINAMZ,UNKNOWN,['零时-Tencent']
CHINESENEWSNET,UNKNOWN,['零时-Tencent']
CLOCKGEMSTONE,UNKNOWN,['零时-Tencent']
CND,UNKNOWN,['零时-Tencent']
CREADERS,UNKNOWN,['零时-Tencent']
CRESTBONE,UNKNOWN,['零时-Tencent']
DAFA,UNKNOWN,['零时-Tencent']
DAJIYUAN,UNKNOWN,['零时-Tencent']
DAMN,UNKNOWN,['零时-Tencent']
DFDZ,UNKNOWN,['零时-Tencent']
DPP,UNKNOWN,['零时-Tencent']
FALU,UNKNOWN,['零时-Tencent']
FALUN,UNKNOWN,['零时-Tencent']
FALUNDAFA,UNKNOWN,['零时-Tencent']
FA轮,UNKNOWN,['零时-Tencent']
FEELMISTONE,UNKNOWN,['零时-Tencent']
FKU,UNKNOWN,['零时-Tencent']
FREECHINA,UNKNOWN,['零时-Tencent']
FREEDOM,UNKNOWN,['零时-Tencent']
FREENET,UNKNOWN,['零时-Tencent']
GAN你,UNKNOWN,['零时-Tencent']
GRUEPIN,UNKNOWN,['零时-Tencent']
HONGZHI,UNKNOWN,['零时-Tencent']
HRICHINA,UNKNOWN,['零时-Tencent']
HTTP,UNKNOWN,['零时-Tencent']
HUANET,UNKNOWN,['零时-Tencent']
HYPERMART.NET,UNKNOWN,['零时-Tencent']
INCEST,UNKNOWN,['零时-Tencent']
ITEM,UNKNOWN,['零时-Tencent']
JIANGDONGRIJI,UNKNOWN,['零时-Tencent']
JIAN你,UNKNOWN,['零时-Tencent']
JIAOCHUANG,UNKNOWN,['零时-Tencent']
JIAOCHUN,UNKNOWN,['零时-Tencent']
JIBA,UNKNOWN,['零时-Tencent']
JINV,UNKNOWN,['零时-Tencent']
JI女,UNKNOWN,['零时-Tencent']
KAO,UNKNOWN,['零时-Tencent']
㎏,UNKNOWN,['零时-Tencent']
LIHONGZHI,UNKNOWN,['零时-Tencent']
MAI骚,UNKNOWN,['零时-Tencent']
MAKING,UNKNOWN,['零时-Tencent']
MINGHUI,UNKNOWN,['零时-Tencent']
MINGHUINEWS,UNKNOWN,['零时-Tencent']
㎎,UNKNOWN,['零时-Tencent']
㎜,UNKNOWN,['零时-Tencent']
NACB,UNKNOWN,['零时-Tencent']
NAIVE,UNKNOWN,['零时-Tencent']
NECKROMANCER,UNKNOWN,['零时-Tencent']
NMIS,UNKNOWN,['零时-Tencent']
PAPER64,UNKNOWN,['零时-Tencent']
PEACEHALL,UNKNOWN,['零时-Tencent']
PLAYBOY,UNKNOWN,['零时-Tencent']
PUSSY,UNKNOWN,['零时-Tencent']
QIANGJIAN,UNKNOWN,['零时-Tencent']
RAPE,UNKNOWN,['零时-Tencent']
RENMINBAO,UNKNOWN,['零时-Tencent']
RENMINGBAO,UNKNOWN,['零时-Tencent']
RFA,UNKNOWN,['零时-Tencent']
SAFEWEB,UNKNOWN,['零时-Tencent']
SAOBI,UNKNOWN,['零时-Tencent']
SB,UNKNOWN,['零时-Tencent']
SF,UNKNOWN,['零时-Tencent']
SIMPLE,UNKNOWN,['零时-Tencent']
SUCKER,UNKNOWN,['零时-Tencent']
SVDC,UNKNOWN,['零时-Tencent']
SYSTEM,UNKNOWN,['零时-Tencent']
TAIP,UNKNOWN,['零时-Tencent']
THE9,UNKNOWN,['零时-Tencent']
THE9CITY,UNKNOWN,['零时-Tencent']
TIBETALK,UNKNOWN,['零时-Tencent']
TRIANGLE,UNKNOWN,['零时-Tencent']
TRIANGLEBOY,UNKNOWN,['零时-Tencent']
TRINGEL,UNKNOWN,['零时-Tencent']
ULTRASURF,UNKNOWN,['零时-Tencent']
UNIXBOX,UNKNOWN,['零时-Tencent']
USTIBET,UNKNOWN,['零时-Tencent']
VOACHINESE,UNKNOWN,['零时-Tencent']
WANGCE,UNKNOWN,['零时-Tencent']
WSTAIJI,UNKNOWN,['零时-Tencent']
WWW,UNKNOWN,['零时-Tencent']
WWW.,UNKNOWN,['零时-Tencent']
XINSHENG,UNKNOWN,['零时-Tencent']
YUMING,UNKNOWN,['零时-Tencent']
ZHENGJIAN,UNKNOWN,['零时-Tencent']
ZHENGJIANWANG,UNKNOWN,['零时-Tencent']
ZHENSHANREN,UNKNOWN,['零时-Tencent']
ZHUANFALUN,UNKNOWN,['零时-Tencent']
ice,UNKNOWN,['零时-Tencent']
ICE,UNKNOWN,['零时-Tencent']
narcotics,UNKNOWN,['零时-Tencent']
碡,UNKNOWN,['零时-Tencent']
籀,UNKNOWN,['零时-Tencent']
朱駿,UNKNOWN,['零时-Tencent']
朱狨基,UNKNOWN,['零时-Tencent']
朱溶剂,UNKNOWN,['零时-Tencent']
朱熔基,UNKNOWN,['零时-Tencent']
邾,UNKNOWN,['零时-Tencent']
猪毛1,UNKNOWN,['零时-Tencent']
舳,UNKNOWN,['零时-Tencent']
瘃,UNKNOWN,['零时-Tencent']
躅,UNKNOWN,['零时-Tencent']
翥,UNKNOWN,['零时-Tencent']
專政,UNKNOWN,['零时-Tencent']
颛,UNKNOWN,['零时-Tencent']
丬,UNKNOWN,['零时-Tencent']
隹,UNKNOWN,['零时-Tencent']
窀,UNKNOWN,['零时-Tencent']
卓伯源,UNKNOWN,['零时-Tencent']
倬,UNKNOWN,['零时-Tencent']
斫,UNKNOWN,['零时-Tencent']
诼,UNKNOWN,['零时-Tencent']
髭,UNKNOWN,['零时-Tencent']
鲻,UNKNOWN,['零时-Tencent']
秭,UNKNOWN,['零时-Tencent']
訾,UNKNOWN,['零时-Tencent']
自民党,UNKNOWN,['零时-Tencent']
自已的故事,UNKNOWN,['零时-Tencent']
自由民主论坛,UNKNOWN,['零时-Tencent']
偬,UNKNOWN,['零时-Tencent']
诹,UNKNOWN,['零时-Tencent']
陬,UNKNOWN,['零时-Tencent']
鄹,UNKNOWN,['零时-Tencent']
鲰,UNKNOWN,['零时-Tencent']
躜,UNKNOWN,['零时-Tencent']
缵,UNKNOWN,['零时-Tencent']
作秀,UNKNOWN,['零时-Tencent']
阼,UNKNOWN,['零时-Tencent']
祚,UNKNOWN,['零时-Tencent']
阿扁萬歲,UNKNOWN,['零时-Tencent']
阿萊娜,UNKNOWN,['零时-Tencent']
啊無卵,UNKNOWN,['零时-Tencent']
埃裏克蘇特勤,UNKNOWN,['零时-Tencent']
埃斯萬,UNKNOWN,['零时-Tencent']
艾麗絲,UNKNOWN,['零时-Tencent']
愛滋,UNKNOWN,['零时-Tencent']
愛滋病,UNKNOWN,['零时-Tencent']
垵,UNKNOWN,['零时-Tencent']
暗黑法師,UNKNOWN,['零时-Tencent']
嶴,UNKNOWN,['零时-Tencent']
奧克拉,UNKNOWN,['零时-Tencent']
奧拉德,UNKNOWN,['零时-Tencent']
奧利弗,UNKNOWN,['零时-Tencent']
奧魯奇,UNKNOWN,['零时-Tencent']
奧倫,UNKNOWN,['零时-Tencent']
奧特蘭,UNKNOWN,['零时-Tencent']
㈧,UNKNOWN,['零时-Tencent']
巴倫侍從,UNKNOWN,['零时-Tencent']
巴倫坦,UNKNOWN,['零时-Tencent']
白立樸,UNKNOWN,['零时-Tencent']
白夢,UNKNOWN,['零时-Tencent']
白皮書,UNKNOWN,['零时-Tencent']
班禪,UNKNOWN,['零时-Tencent']
寶石商人,UNKNOWN,['零时-Tencent']
保釣,UNKNOWN,['零时-Tencent']
鮑戈,UNKNOWN,['零时-Tencent']
鮑彤,UNKNOWN,['零时-Tencent']
鮑伊,UNKNOWN,['零时-Tencent']
暴風亡靈,UNKNOWN,['零时-Tencent']
暴亂,UNKNOWN,['零时-Tencent']
暴熱的戰士,UNKNOWN,['零时-Tencent']
暴躁的城塔野獸,UNKNOWN,['零时-Tencent']
暴躁的警衛兵靈魂,UNKNOWN,['零时-Tencent']
暴躁的馬杜克,UNKNOWN,['零时-Tencent']
北大三角地論壇,UNKNOWN,['零时-Tencent']
北韓,UNKNOWN,['零时-Tencent']
北京當局,UNKNOWN,['零时-Tencent']
北美自由論壇,UNKNOWN,['零时-Tencent']
貝尤爾,UNKNOWN,['零时-Tencent']
韝,UNKNOWN,['零时-Tencent']
逼樣,UNKNOWN,['零时-Tencent']
比樣,UNKNOWN,['零时-Tencent']
蹕,UNKNOWN,['零时-Tencent']
颮,UNKNOWN,['零时-Tencent']
鑣,UNKNOWN,['零时-Tencent']
婊子養的,UNKNOWN,['零时-Tencent']
賓周,UNKNOWN,['零时-Tencent']
冰後,UNKNOWN,['零时-Tencent']
博訊,UNKNOWN,['零时-Tencent']
不滅帝王,UNKNOWN,['零时-Tencent']
不爽不要錢,UNKNOWN,['零时-Tencent']
布萊爾,UNKNOWN,['零时-Tencent']
布雷爾,UNKNOWN,['零时-Tencent']
蔡崇國,UNKNOWN,['零时-Tencent']
蔡啓芳,UNKNOWN,['零时-Tencent']
黲,UNKNOWN,['零时-Tencent']
操鶏,UNKNOWN,['零时-Tencent']
操那嗎B,UNKNOWN,['零时-Tencent']
操那嗎逼,UNKNOWN,['零时-Tencent']
操那嗎比,UNKNOWN,['零时-Tencent']
操你媽,UNKNOWN,['零时-Tencent']
操你爺爺,UNKNOWN,['零时-Tencent']
曹長青,UNKNOWN,['零时-Tencent']
曹剛川,UNKNOWN,['零时-Tencent']
草,UNKNOWN,['零时-Tencent']
草你媽,UNKNOWN,['零时-Tencent']
草擬媽,UNKNOWN,['零时-Tencent']
册那娘餓比,UNKNOWN,['零时-Tencent']
插那嗎B,UNKNOWN,['零时-Tencent']
插那嗎逼,UNKNOWN,['零时-Tencent']
插那嗎比,UNKNOWN,['零时-Tencent']
插你媽,UNKNOWN,['零时-Tencent']
插你爺爺,UNKNOWN,['零时-Tencent']
覘,UNKNOWN,['零时-Tencent']
蕆,UNKNOWN,['零时-Tencent']
囅,UNKNOWN,['零时-Tencent']
閶,UNKNOWN,['零时-Tencent']
長官沙塔特,UNKNOWN,['零时-Tencent']
常勁,UNKNOWN,['零时-Tencent']
朝鮮,UNKNOWN,['零时-Tencent']
車侖,UNKNOWN,['零时-Tencent']
車侖女幹,UNKNOWN,['零时-Tencent']
沉睡圖騰,UNKNOWN,['零时-Tencent']
陳炳基,UNKNOWN,['零时-Tencent']
陳博志,UNKNOWN,['零时-Tencent']
陳定南,UNKNOWN,['零时-Tencent']
陳建銘,UNKNOWN,['零时-Tencent']
陳景俊,UNKNOWN,['零时-Tencent']
陳菊,UNKNOWN,['零时-Tencent']
陳軍,UNKNOWN,['零时-Tencent']
陳良宇,UNKNOWN,['零时-Tencent']
陳蒙,UNKNOWN,['零时-Tencent']
陳破空,UNKNOWN,['零时-Tencent']
陳水扁,UNKNOWN,['零时-Tencent']
陳唐山,UNKNOWN,['零时-Tencent']
陳希同,UNKNOWN,['零时-Tencent']
陳小同,UNKNOWN,['零时-Tencent']
陳宣良,UNKNOWN,['零时-Tencent']
陳學聖,UNKNOWN,['零时-Tencent']
陳一諮,UNKNOWN,['零时-Tencent']
陳總統,UNKNOWN,['零时-Tencent']
諶,UNKNOWN,['零时-Tencent']
齔,UNKNOWN,['零时-Tencent']
櫬,UNKNOWN,['零时-Tencent']
讖,UNKNOWN,['零时-Tencent']
程凱,UNKNOWN,['零时-Tencent']
程鐵軍,UNKNOWN,['零时-Tencent']
鴟,UNKNOWN,['零时-Tencent']
痴鳩,UNKNOWN,['零时-Tencent']
痴拈,UNKNOWN,['零时-Tencent']
遲鈍的圖騰,UNKNOWN,['零时-Tencent']
持不同政見,UNKNOWN,['零时-Tencent']
赤色騎士,UNKNOWN,['零时-Tencent']
赤色戰士,UNKNOWN,['零时-Tencent']
處女膜,UNKNOWN,['零时-Tencent']
傳染性病,UNKNOWN,['零时-Tencent']
吹簫,UNKNOWN,['零时-Tencent']
春夏自由論壇,UNKNOWN,['零时-Tencent']
戳那嗎B,UNKNOWN,['零时-Tencent']
戳那嗎逼,UNKNOWN,['零时-Tencent']
戳那嗎比,UNKNOWN,['零时-Tencent']
輳,UNKNOWN,['零时-Tencent']
鹺,UNKNOWN,['零时-Tencent']
錯B,UNKNOWN,['零时-Tencent']
錯逼,UNKNOWN,['零时-Tencent']
錯比,UNKNOWN,['零时-Tencent']
錯那嗎B,UNKNOWN,['零时-Tencent']
錯那嗎逼,UNKNOWN,['零时-Tencent']
錯那嗎比,UNKNOWN,['零时-Tencent']
達夫警衛兵,UNKNOWN,['零时-Tencent']
達夫侍從,UNKNOWN,['零时-Tencent']
達癩,UNKNOWN,['零时-Tencent']
打飛機,UNKNOWN,['零时-Tencent']
大參考,UNKNOWN,['零时-Tencent']
大東亞,UNKNOWN,['零时-Tencent']
大東亞共榮,UNKNOWN,['零时-Tencent']
大鶏巴,UNKNOWN,['零时-Tencent']
大紀元,UNKNOWN,['零时-Tencent']
大紀元新聞網,UNKNOWN,['零时-Tencent']
大紀園,UNKNOWN,['零时-Tencent']
大家論壇,UNKNOWN,['零时-Tencent']
大奶媽,UNKNOWN,['零时-Tencent']
大史記,UNKNOWN,['零时-Tencent']
大史紀,UNKNOWN,['零时-Tencent']
大衛教,UNKNOWN,['零时-Tencent']
大中國論壇,UNKNOWN,['零时-Tencent']
大中華論壇,UNKNOWN,['零时-Tencent']
大衆真人真事,UNKNOWN,['零时-Tencent']
紿,UNKNOWN,['零时-Tencent']
戴維教,UNKNOWN,['零时-Tencent']
戴相龍,UNKNOWN,['零时-Tencent']
彈劾,UNKNOWN,['零时-Tencent']
氹,UNKNOWN,['零时-Tencent']
蕩婦,UNKNOWN,['零时-Tencent']
導師,UNKNOWN,['零时-Tencent']
盜竊犯,UNKNOWN,['零时-Tencent']
德維爾,UNKNOWN,['零时-Tencent']
登輝,UNKNOWN,['零时-Tencent']
鄧笑貧,UNKNOWN,['零时-Tencent']
糴,UNKNOWN,['零时-Tencent']
迪裏夏提,UNKNOWN,['零时-Tencent']
覿,UNKNOWN,['零时-Tencent']
地下教會,UNKNOWN,['零时-Tencent']
帝國主義,UNKNOWN,['零时-Tencent']
電視流氓,UNKNOWN,['零时-Tencent']
叼你媽,UNKNOWN,['零时-Tencent']
釣魚島,UNKNOWN,['零时-Tencent']
丁關根,UNKNOWN,['零时-Tencent']
東北獨立,UNKNOWN,['零时-Tencent']
東部地下水路,UNKNOWN,['零时-Tencent']
東方紅時空,UNKNOWN,['零时-Tencent']
東方時空,UNKNOWN,['零时-Tencent']
東南西北論談,UNKNOWN,['零时-Tencent']
東社,UNKNOWN,['零时-Tencent']
東升,UNKNOWN,['零时-Tencent']
東條,UNKNOWN,['零时-Tencent']
東條英機,UNKNOWN,['零时-Tencent']
東突暴動,UNKNOWN,['零时-Tencent']
東突獨立,UNKNOWN,['零时-Tencent']
東土耳其斯坦,UNKNOWN,['零时-Tencent']
東西南北論壇,UNKNOWN,['零时-Tencent']
東亞,UNKNOWN,['零时-Tencent']
東院看守,UNKNOWN,['零时-Tencent']
動亂,UNKNOWN,['零时-Tencent']
鬥士哈夫拉蘇,UNKNOWN,['零时-Tencent']
鬥士霍克,UNKNOWN,['零时-Tencent']
獨裁,UNKNOWN,['零时-Tencent']
獨裁政治,UNKNOWN,['零时-Tencent']
獨夫,UNKNOWN,['零时-Tencent']
獨立臺灣會,UNKNOWN,['零时-Tencent']
俄國,UNKNOWN,['零时-Tencent']
鮞,UNKNOWN,['零时-Tencent']
㈡,UNKNOWN,['零时-Tencent']
發楞,UNKNOWN,['零时-Tencent']
發掄,UNKNOWN,['零时-Tencent']
發掄功,UNKNOWN,['零时-Tencent']
發倫,UNKNOWN,['零时-Tencent']
發倫功,UNKNOWN,['零时-Tencent']
發輪,UNKNOWN,['零时-Tencent']
發論,UNKNOWN,['零时-Tencent']
發論公,UNKNOWN,['零时-Tencent']
發論功,UNKNOWN,['零时-Tencent']
發騷,UNKNOWN,['零时-Tencent']
發正念,UNKNOWN,['零时-Tencent']
法~倫,UNKNOWN,['零时-Tencent']
法~淪,UNKNOWN,['零时-Tencent']
法~綸,UNKNOWN,['零时-Tencent']
法~輪,UNKNOWN,['零时-Tencent']
法~論,UNKNOWN,['零时-Tencent']
法爾卡,UNKNOWN,['零时-Tencent']
法掄,UNKNOWN,['零时-Tencent']
法掄功,UNKNOWN,['零时-Tencent']
法侖,UNKNOWN,['零时-Tencent']
法淪,UNKNOWN,['零时-Tencent']
法綸,UNKNOWN,['零时-Tencent']
法輪大法,UNKNOWN,['零时-Tencent']
法輪功,UNKNOWN,['零时-Tencent']
法十輪十功,UNKNOWN,['零时-Tencent']
法謫,UNKNOWN,['零时-Tencent']
法謫功,UNKNOWN,['零时-Tencent']
反封鎖,UNKNOWN,['零时-Tencent']
反封鎖技術,UNKNOWN,['零时-Tencent']
反腐敗論壇,UNKNOWN,['零时-Tencent']
反人類,UNKNOWN,['零时-Tencent']
反社會,UNKNOWN,['零时-Tencent']
方勵之,UNKNOWN,['零时-Tencent']
防衛指揮官,UNKNOWN,['零时-Tencent']
放蕩,UNKNOWN,['零时-Tencent']
飛揚論壇,UNKNOWN,['零时-Tencent']
廢墟守護者,UNKNOWN,['零时-Tencent']
費鴻泰,UNKNOWN,['零时-Tencent']
費良勇,UNKNOWN,['零时-Tencent']
分隊長施蒂文,UNKNOWN,['零时-Tencent']
粉飾太平,UNKNOWN,['零时-Tencent']
糞便,UNKNOWN,['零时-Tencent']
鱝,UNKNOWN,['零时-Tencent']
豐饒的果實,UNKNOWN,['零时-Tencent']
風雨神州,UNKNOWN,['零时-Tencent']
風雨神州論壇,UNKNOWN,['零时-Tencent']
封從德,UNKNOWN,['零时-Tencent']
封殺,UNKNOWN,['零时-Tencent']
封印的靈魂騎士,UNKNOWN,['零时-Tencent']
馮東海,UNKNOWN,['零时-Tencent']
馮素英,UNKNOWN,['零时-Tencent']
紱,UNKNOWN,['零时-Tencent']
襆,UNKNOWN,['零时-Tencent']
嘸,UNKNOWN,['零时-Tencent']
傅作義,UNKNOWN,['零时-Tencent']
幹bi,UNKNOWN,['零时-Tencent']
幹逼,UNKNOWN,['零时-Tencent']
幹比,UNKNOWN,['零时-Tencent']
幹的你,UNKNOWN,['零时-Tencent']
幹幹幹,UNKNOWN,['零时-Tencent']
幹她,UNKNOWN,['零时-Tencent']
幹你,UNKNOWN,['零时-Tencent']
幹你老比,UNKNOWN,['零时-Tencent']
